userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek;jumlah_aspek_disebut;casefolded;cleaned;tokens;filtered;normalized;stemmed;final_text
PRI JAYA TEKNIK;5;untuk aplikasi sangat mantap, hanya saja pada saat buka aplikasi muncul pop-up iklan promo, yg menurut saya sangat risih.;0;1;0;0;1;2;untuk aplikasi sangat mantap, hanya saja pada saat buka aplikasi muncul pop-up iklan promo, yg menurut saya sangat risih.;untuk aplikasi sangat mantap hanya saja pada saat buka aplikasi muncul pop up iklan promo yg menurut saya sangat risih;['untuk', 'aplikasi', 'sangat', 'mantap', 'hanya', 'saja', 'pada', 'saat', 'buka', 'aplikasi', 'muncul', 'pop', 'up', 'iklan', 'promo', 'yg', 'menurut', 'saya', 'sangat', 'risih'];['aplikasi', 'mantap', 'buka', 'aplikasi', 'muncul', 'pop', 'up', 'iklan', 'promo', 'yg', 'risih'];['aplikasi', 'mantap', 'buka', 'aplikasi', 'muncul', 'pop', 'up', 'iklan', 'promo', 'yg', 'risih'];['aplikasi', 'mantap', 'buka', 'aplikasi', 'muncul', 'pop', 'up', 'iklan', 'promo', 'yg', 'risih'];aplikasi mantap buka aplikasi muncul pop up iklan promo yg risih
Hendi Kinoy;5;Bukalapak emang yg terbaik pertahankan dan sukses selalu;0;1;0;0;0;1;bukalapak emang yg terbaik pertahankan dan sukses selalu;bukalapak emang yg terbaik pertahankan dan sukses selalu;['bukalapak', 'emang', 'yg', 'terbaik', 'pertahankan', 'dan', 'sukses', 'selalu'];['bukalapak', 'emang', 'yg', 'terbaik', 'pertahankan', 'sukses'];['bukalapak', 'emang', 'yg', 'terbaik', 'pertahankan', 'sukses'];['bukalapak', 'emang', 'yg', 'baik', 'tahan', 'sukses'];bukalapak emang yg baik tahan sukses
Candra Budi;4;Kenapa sekarang credits tak bisa ditambahkan dalam pembayaran? Kenapa habis batal pesenan mau order lagi susah?;0;-1;0;0;0;1;kenapa sekarang credits tak bisa ditambahkan dalam pembayaran? kenapa habis batal pesenan mau order lagi susah?;kenapa sekarang credits tak bisa ditambahkan dalam pembayaran kenapa habis batal pesenan mau order lagi susah;['kenapa', 'sekarang', 'credits', 'tak', 'bisa', 'ditambahkan', 'dalam', 'pembayaran', 'kenapa', 'habis', 'batal', 'pesenan', 'mau', 'order', 'lagi', 'susah'];['credits', 'pembayaran', 'habis', 'batal', 'pesenan', 'order', 'susah'];['credits', 'pembayaran', 'habis', 'batal', 'pesenan', 'order', 'susah'];['credits', 'bayar', 'habis', 'batal', 'sen', 'order', 'susah'];credits bayar habis batal sen order susah
Jemboet Magic;1;Kenapa sertifikat di dashboard saya belum muncul-muncul sudah 1 bulan ingin mengajukan pengaduan tidak di respon sama sekali pelayanannya sungguh sangat mengecewakan;-1;0;0;0;0;1;kenapa sertifikat di dashboard saya belum muncul-muncul sudah 1 bulan ingin mengajukan pengaduan tidak di respon sama sekali pelayanannya sungguh sangat mengecewakan;kenapa sertifikat di dashboard saya belum muncul muncul sudah bulan ingin mengajukan pengaduan tidak di respon sama sekali pelayanannya sungguh sangat mengecewakan;['kenapa', 'sertifikat', 'di', 'dashboard', 'saya', 'belum', 'muncul', 'muncul', 'sudah', 'bulan', 'ingin', 'mengajukan', 'pengaduan', 'tidak', 'di', 'respon', 'sama', 'sekali', 'pelayanannya', 'sungguh', 'sangat', 'mengecewakan'];['sertifikat', 'dashboard', 'muncul', 'muncul', 'mengajukan', 'pengaduan', 'respon', 'pelayanannya', 'sungguh', 'mengecewakan'];['sertifikat', 'dashboard', 'muncul', 'muncul', 'mengajukan', 'pengaduan', 'respon', 'pelayanannya', 'sungguh', 'mengecewakan'];['sertifikat', 'dashboard', 'muncul', 'muncul', 'aju', 'adu', 'respon', 'layan', 'sungguh', 'kecewa'];sertifikat dashboard muncul muncul aju adu respon layan sungguh kecewa
Arif Dharmawan;5;Mantap barang original untuk di pasang selamanya di mobil. Ayo gan yang mau pasang cari yang original, puas walau mahal dikit tapi kepuasan tidak bisa di nilai dgn uang. Pokoke mantap sekali.;0;0;0;1;0;1;mantap barang original untuk di pasang selamanya di mobil. ayo gan yang mau pasang cari yang original, puas walau mahal dikit tapi kepuasan tidak bisa di nilai dgn uang. pokoke mantap sekali.;mantap barang original untuk di pasang selamanya di mobil ayo gan yang mau pasang cari yang original puas walau mahal dikit tapi kepuasan tidak bisa di nilai dgn uang pokoke mantap sekali;['mantap', 'barang', 'original', 'untuk', 'di', 'pasang', 'selamanya', 'di', 'mobil', 'ayo', 'gan', 'yang', 'mau', 'pasang', 'cari', 'yang', 'original', 'puas', 'walau', 'mahal', 'dikit', 'tapi', 'kepuasan', 'tidak', 'bisa', 'di', 'nilai', 'dgn', 'uang', 'pokoke', 'mantap', 'sekali'];['mantap', 'barang', 'original', 'pasang', 'mobil', 'ayo', 'gan', 'pasang', 'cari', 'original', 'puas', 'mahal', 'dikit', 'kepuasan', 'nilai', 'dgn', 'uang', 'pokoke', 'mantap'];['mantap', 'barang', 'original', 'pasang', 'mobil', 'ayo', 'gan', 'pasang', 'cari', 'original', 'puas', 'mahal', 'dikit', 'kepuasan', 'nilai', 'dengan', 'uang', 'pokoke', 'mantap'];['mantap', 'barang', 'original', 'pasang', 'mobil', 'ayo', 'gan', 'pasang', 'cari', 'original', 'puas', 'mahal', 'dikit', 'puas', 'nilai', 'dengan', 'uang', 'pokoke', 'mantap'];mantap barang original pasang mobil ayo gan pasang cari original puas mahal dikit puas nilai dengan uang pokoke mantap
Arafah Shofiya;5;boleh dicoba paylaternya sprt apa, lbh bagus atau tidak dr appl lain.;1;0;0;0;0;1;boleh dicoba paylaternya sprt apa, lbh bagus atau tidak dr appl lain.;boleh dicoba paylaternya sprt apa lbh bagus atau tidak dr appl lain;['boleh', 'dicoba', 'paylaternya', 'sprt', 'apa', 'lbh', 'bagus', 'atau', 'tidak', 'dr', 'appl', 'lain'];['dicoba', 'paylaternya', 'sprt', 'lbh', 'bagus', 'dr', 'appl'];['dicoba', 'paylaternya', 'sprt', 'lbh', 'bagus', 'dari', 'appl'];['coba', 'paylaternya', 'sprt', 'lbh', 'bagus', 'dari', 'appl'];coba paylaternya sprt lbh bagus dari appl
Herman Jordan;5;Sangat membantu mencari kebutuhan;0;0;1;0;0;1;sangat membantu mencari kebutuhan;sangat membantu mencari kebutuhan;['sangat', 'membantu', 'mencari', 'kebutuhan'];['membantu', 'mencari', 'kebutuhan'];['membantu', 'mencari', 'kebutuhan'];['bantu', 'cari', 'butuh'];bantu cari butuh
Sandy Sagoro;4;Bukalapak sekarang payah, disarankan untuk memberikan ulasan dan dapat credit 400, nyatanya ga dapat. Saya cb aplikasi orange malah lebih murah. Thanks;0;-1;0;0;0;1;bukalapak sekarang payah, disarankan untuk memberikan ulasan dan dapat credit 400, nyatanya ga dapat. saya cb aplikasi orange malah lebih murah. thanks;bukalapak sekarang payah disarankan untuk memberikan ulasan dan dapat credit nyatanya ga dapat saya cb aplikasi orange malah lebih murah thanks;['bukalapak', 'sekarang', 'payah', 'disarankan', 'untuk', 'memberikan', 'ulasan', 'dan', 'dapat', 'credit', 'nyatanya', 'ga', 'dapat', 'saya', 'cb', 'aplikasi', 'orange', 'malah', 'lebih', 'murah', 'thanks'];['bukalapak', 'payah', 'disarankan', 'ulasan', 'credit', 'ga', 'cb', 'aplikasi', 'orange', 'murah', 'thanks'];['bukalapak', 'payah', 'disarankan', 'ulasan', 'credit', 'tidak', 'cb', 'aplikasi', 'orange', 'murah', 'thanks'];['bukalapak', 'payah', 'saran', 'ulas', 'credit', 'tidak', 'cb', 'aplikasi', 'orange', 'murah', 'thanks'];bukalapak payah saran ulas credit tidak cb aplikasi orange murah thanks
Cemat Bintang Pamungkas;5;Belanja di Bukalapak sangat memuaskan, barangnya bagus-bagus pengiriman nya juga cepat.👍👍👍;0;1;0;1;0;2;belanja di bukalapak sangat memuaskan, barangnya bagus-bagus pengiriman nya juga cepat.👍👍👍;belanja di bukalapak sangat memuaskan barangnya bagus bagus pengiriman nya juga cepat;['belanja', 'di', 'bukalapak', 'sangat', 'memuaskan', 'barangnya', 'bagus', 'bagus', 'pengiriman', 'nya', 'juga', 'cepat'];['belanja', 'bukalapak', 'memuaskan', 'barangnya', 'bagus', 'bagus', 'pengiriman', 'nya', 'cepat'];['belanja', 'bukalapak', 'memuaskan', 'barangnya', 'bagus', 'bagus', 'pengiriman', 'nya', 'cepat'];['belanja', 'bukalapak', 'muas', 'barang', 'bagus', 'bagus', 'kirim', 'nya', 'cepat'];belanja bukalapak muas barang bagus bagus kirim nya cepat
Rizky Yuliansyah;5;Bagus dan cepat;0;0;0;1;0;1;bagus dan cepat;bagus dan cepat;['bagus', 'dan', 'cepat'];['bagus', 'cepat'];['bagus', 'cepat'];['bagus', 'cepat'];bagus cepat
De RTF yah;5;Mudah dan simple;0;0;1;0;0;1;mudah dan simple;mudah dan simple;['mudah', 'dan', 'simple'];['mudah', 'simple'];['mudah', 'simple'];['mudah', 'simple'];mudah simple
Muhammad Miftah;5;bagus aplikasinya.....komplit hampir semua barang2 ada...dan masalah harga relatif...;0;1;0;1;0;2;bagus aplikasinya.....komplit hampir semua barang2 ada...dan masalah harga relatif...;bagus aplikasinya komplit hampir semua barang ada dan masalah harga relatif;['bagus', 'aplikasinya', 'komplit', 'hampir', 'semua', 'barang', 'ada', 'dan', 'masalah', 'harga', 'relatif'];['bagus', 'aplikasinya', 'komplit', 'barang', 'harga', 'relatif'];['bagus', 'aplikasinya', 'komplit', 'barang', 'harga', 'relatif'];['bagus', 'aplikasi', 'komplit', 'barang', 'harga', 'relatif'];bagus aplikasi komplit barang harga relatif
fawzan anshary;2;filter gratis ongkir di pencarian balikin lagi bos, di versi terbaru kok ngilang;0;-1;0;0;0;1;filter gratis ongkir di pencarian balikin lagi bos, di versi terbaru kok ngilang;filter gratis ongkir di pencarian balikin lagi bos di versi terbaru kok ngilang;['filter', 'gratis', 'ongkir', 'di', 'pencarian', 'balikin', 'lagi', 'bos', 'di', 'versi', 'terbaru', 'kok', 'ngilang'];['filter', 'gratis', 'ongkir', 'pencarian', 'balikin', 'bos', 'versi', 'terbaru', 'ngilang'];['filter', 'gratis', 'ongkir', 'pencarian', 'balikin', 'bos', 'versi', 'terbaru', 'ngilang'];['filter', 'gratis', 'ongkir', 'cari', 'balikin', 'bos', 'versi', 'baru', 'ngilang'];filter gratis ongkir cari balikin bos versi baru ngilang
Sy_P;1;Top up Lewat buka lapak saldo belom masuk tapi saldo di ATM udh ke potong semoga hal seperti ini segera di perbaiki;0;-1;0;0;0;1;top up lewat buka lapak saldo belom masuk tapi saldo di atm udh ke potong semoga hal seperti ini segera di perbaiki;top up lewat buka lapak saldo belom masuk tapi saldo di atm udh ke potong semoga hal seperti ini segera di perbaiki;['top', 'up', 'lewat', 'buka', 'lapak', 'saldo', 'belom', 'masuk', 'tapi', 'saldo', 'di', 'atm', 'udh', 'ke', 'potong', 'semoga', 'hal', 'seperti', 'ini', 'segera', 'di', 'perbaiki'];['top', 'up', 'buka', 'lapak', 'saldo', 'belom', 'masuk', 'saldo', 'atm', 'udh', 'potong', 'semoga', 'perbaiki'];['top', 'up', 'buka', 'lapak', 'saldo', 'belom', 'masuk', 'saldo', 'atm', 'sudah', 'potong', 'semoga', 'perbaiki'];['top', 'up', 'buka', 'lapak', 'saldo', 'bom', 'masuk', 'saldo', 'atm', 'sudah', 'potong', 'moga', 'baik'];top up buka lapak saldo bom masuk saldo atm sudah potong moga baik
Eko Prasetyo;5;Sangat bagus dan membantu klo lg pengen cari barang yg susah di pasaran;0;0;1;0;0;1;sangat bagus dan membantu klo lg pengen cari barang yg susah di pasaran;sangat bagus dan membantu klo lg pengen cari barang yg susah di pasaran;['sangat', 'bagus', 'dan', 'membantu', 'klo', 'lg', 'pengen', 'cari', 'barang', 'yg', 'susah', 'di', 'pasaran'];['bagus', 'membantu', 'klo', 'lg', 'pengen', 'cari', 'barang', 'yg', 'susah', 'pasaran'];['bagus', 'membantu', 'klo', 'lagi', 'pengen', 'cari', 'barang', 'yg', 'susah', 'pasaran'];['bagus', 'bantu', 'klo', 'lagi', 'ken', 'cari', 'barang', 'yg', 'susah', 'pasar'];bagus bantu klo lagi ken cari barang yg susah pasar
Nurul Hidayah;3;Kesan pertama saya pakai buka lapak: 😕❓bingung ( katanya gratis ongkir tapi...ternyata Cuman 10k terus kayak gak ada yang spesial untuk pengguna baru beda banget sama online di sebelah. Itu aja deh komentar saya tentang buka lapak in😓🙏;0;0;0;-1;0;1;kesan pertama saya pakai buka lapak: 😕❓bingung ( katanya gratis ongkir tapi...ternyata cuman 10k terus kayak gak ada yang spesial untuk pengguna baru beda banget sama online di sebelah. itu aja deh komentar saya tentang buka lapak in😓🙏;kesan pertama saya pakai buka lapak bingung katanya gratis ongkir tapi ternyata cuman k terus kayak gak ada yang spesial untuk pengguna baru beda banget sama online di sebelah itu aja deh komentar saya tentang buka lapak in;['kesan', 'pertama', 'saya', 'pakai', 'buka', 'lapak', 'bingung', 'katanya', 'gratis', 'ongkir', 'tapi', 'ternyata', 'cuman', 'k', 'terus', 'kayak', 'gak', 'ada', 'yang', 'spesial', 'untuk', 'pengguna', 'baru', 'beda', 'banget', 'sama', 'online', 'di', 'sebelah', 'itu', 'aja', 'deh', 'komentar', 'saya', 'tentang', 'buka', 'lapak', 'in'];['kesan', 'pakai', 'buka', 'lapak', 'bingung', 'gratis', 'ongkir', 'cuman', 'k', 'kayak', 'gak', 'spesial', 'pengguna', 'beda', 'banget', 'online', 'sebelah', 'aja', 'deh', 'komentar', 'buka', 'lapak', 'in'];['kesan', 'pakai', 'buka', 'lapak', 'bingung', 'gratis', 'ongkir', 'cuman', 'k', 'kayak', 'gak', 'spesial', 'pengguna', 'beda', 'banget', 'online', 'sebelah', 'saja', 'deh', 'komentar', 'buka', 'lapak', 'in'];['kesan', 'pakai', 'buka', 'lapak', 'bingung', 'gratis', 'ongkir', 'cuman', 'k', 'kayak', 'gak', 'spesial', 'guna', 'beda', 'banget', 'online', 'belah', 'saja', 'deh', 'komentar', 'buka', 'lapak', 'in'];kesan pakai buka lapak bingung gratis ongkir cuman k kayak gak spesial guna beda banget online belah saja deh komentar buka lapak in
Wahidin Wahid;5;Ok mantab,lebih mantab lagi nich,bisa lebih banyak pilihan pembayarannya;0;1;0;0;0;1;ok mantab,lebih mantab lagi nich,bisa lebih banyak pilihan pembayarannya;ok mantab lebih mantab lagi nich bisa lebih banyak pilihan pembayarannya;['ok', 'mantab', 'lebih', 'mantab', 'lagi', 'nich', 'bisa', 'lebih', 'banyak', 'pilihan', 'pembayarannya'];['ok', 'mantab', 'mantab', 'nich', 'pilihan', 'pembayarannya'];['ok', 'mantab', 'mantab', 'nich', 'pilihan', 'pembayarannya'];['ok', 'mantab', 'mantab', 'nich', 'pilih', 'bayar'];ok mantab mantab nich pilih bayar
Dimas Channel;1;Kenapa akunnya keluar terus GK bisa masuk tolong perbaikan yang benar;0;0;0;0;-1;1;kenapa akunnya keluar terus gk bisa masuk tolong perbaikan yang benar;kenapa akunnya keluar terus gk bisa masuk tolong perbaikan yang benar;['kenapa', 'akunnya', 'keluar', 'terus', 'gk', 'bisa', 'masuk', 'tolong', 'perbaikan', 'yang', 'benar'];['akunnya', 'gk', 'masuk', 'tolong', 'perbaikan'];['akunnya', 'tidak', 'masuk', 'tolong', 'perbaikan'];['akun', 'tidak', 'masuk', 'tolong', 'baik'];akun tidak masuk tolong baik
FRANS Ch 81;5;Sangat memudahkan transaksi belanja;1;0;1;0;0;2;sangat memudahkan transaksi belanja;sangat memudahkan transaksi belanja;['sangat', 'memudahkan', 'transaksi', 'belanja'];['memudahkan', 'transaksi', 'belanja'];['memudahkan', 'transaksi', 'belanja'];['mudah', 'transaksi', 'belanja'];mudah transaksi belanja
Acep Endrawan;5;Bukalapak benar2 ok..saya selalu bayar tepat waktu.tapi tolong dong limit saya ditambah..trms..;0;1;0;1;0;2;bukalapak benar2 ok..saya selalu bayar tepat waktu.tapi tolong dong limit saya ditambah..trms..;bukalapak benar ok saya selalu bayar tepat waktu tapi tolong dong limit saya ditambah trms;['bukalapak', 'benar', 'ok', 'saya', 'selalu', 'bayar', 'tepat', 'waktu', 'tapi', 'tolong', 'dong', 'limit', 'saya', 'ditambah', 'trms'];['bukalapak', 'ok', 'bayar', 'tolong', 'limit', 'ditambah', 'trms'];['bukalapak', 'ok', 'bayar', 'tolong', 'limit', 'ditambah', 'trms'];['bukalapak', 'ok', 'bayar', 'tolong', 'limit', 'tambah', 'trms'];bukalapak ok bayar tolong limit tambah trms
Senal Penjaga Hati;4;Aku gak bisa login gara gara no hp hilang dan hp aku pernah tereset pabrik padahal udah sekian lama mau bayar hutang paylater tapi gak bisa login 😭😭😭mohon di tindak lebih lanjut agar masalahku terselesaikan;0;0;0;0;-1;1;aku gak bisa login gara gara no hp hilang dan hp aku pernah tereset pabrik padahal udah sekian lama mau bayar hutang paylater tapi gak bisa login 😭😭😭mohon di tindak lebih lanjut agar masalahku terselesaikan;aku gak bisa login gara gara no hp hilang dan hp aku pernah tereset pabrik padahal udah sekian lama mau bayar hutang paylater tapi gak bisa login mohon di tindak lebih lanjut agar masalahku terselesaikan;['aku', 'gak', 'bisa', 'login', 'gara', 'gara', 'no', 'hp', 'hilang', 'dan', 'hp', 'aku', 'pernah', 'tereset', 'pabrik', 'padahal', 'udah', 'sekian', 'lama', 'mau', 'bayar', 'hutang', 'paylater', 'tapi', 'gak', 'bisa', 'login', 'mohon', 'di', 'tindak', 'lebih', 'lanjut', 'agar', 'masalahku', 'terselesaikan'];['gak', 'login', 'gara', 'gara', 'no', 'hp', 'hilang', 'hp', 'tereset', 'pabrik', 'udah', 'sekian', 'bayar', 'hutang', 'paylater', 'gak', 'login', 'mohon', 'tindak', 'masalahku', 'terselesaikan'];['gak', 'login', 'gara', 'gara', 'no', 'hp', 'hilang', 'hp', 'tereset', 'pabrik', 'sudah', 'sekian', 'bayar', 'hutang', 'paylater', 'gak', 'login', 'mohon', 'tindak', 'masalahku', 'terselesaikan'];['gak', 'login', 'gara', 'gara', 'no', 'hp', 'hilang', 'hp', 'tereset', 'pabrik', 'sudah', 'sekian', 'bayar', 'hutang', 'paylater', 'gak', 'login', 'mohon', 'tindak', 'masalah', 'selesai'];gak login gara gara no hp hilang hp tereset pabrik sudah sekian bayar hutang paylater gak login mohon tindak masalah selesai
Heru 13;1;Banyak masalah di sistem pengiriman, dari Drive ojek online pembatalan ke 2 langsung dikirim manual dan pencairan dana lama, dan sudah dikirim secara manual ,barang sudah sampai customer mlh pesanan di batalkan oleh pihak Bukalapak;0;0;0;-1;0;1;banyak masalah di sistem pengiriman, dari drive ojek online pembatalan ke 2 langsung dikirim manual dan pencairan dana lama, dan sudah dikirim secara manual ,barang sudah sampai customer mlh pesanan di batalkan oleh pihak bukalapak;banyak masalah di sistem pengiriman dari drive ojek online pembatalan ke langsung dikirim manual dan pencairan dana lama dan sudah dikirim secara manual barang sudah sampai customer mlh pesanan di batalkan oleh pihak bukalapak;['banyak', 'masalah', 'di', 'sistem', 'pengiriman', 'dari', 'drive', 'ojek', 'online', 'pembatalan', 'ke', 'langsung', 'dikirim', 'manual', 'dan', 'pencairan', 'dana', 'lama', 'dan', 'sudah', 'dikirim', 'secara', 'manual', 'barang', 'sudah', 'sampai', 'customer', 'mlh', 'pesanan', 'di', 'batalkan', 'oleh', 'pihak', 'bukalapak'];['sistem', 'pengiriman', 'drive', 'ojek', 'online', 'pembatalan', 'langsung', 'dikirim', 'manual', 'pencairan', 'dana', 'dikirim', 'manual', 'barang', 'customer', 'mlh', 'pesanan', 'batalkan', 'bukalapak'];['sistem', 'pengiriman', 'drive', 'ojek', 'online', 'pembatalan', 'langsung', 'dikirim', 'manual', 'pencairan', 'dana', 'dikirim', 'manual', 'barang', 'customer', 'mlh', 'pesanan', 'batalkan', 'bukalapak'];['sistem', 'kirim', 'drive', 'ojek', 'online', 'batal', 'langsung', 'kirim', 'manual', 'cair', 'dana', 'kirim', 'manual', 'barang', 'customer', 'mlh', 'pesan', 'batal', 'bukalapak'];sistem kirim drive ojek online batal langsung kirim manual cair dana kirim manual barang customer mlh pesan batal bukalapak
sosmiadi rasyid;5;Durasi waktu pengiriman barang relatif cepat dan kemasan cukup baik;0;0;0;1;0;1;durasi waktu pengiriman barang relatif cepat dan kemasan cukup baik;durasi waktu pengiriman barang relatif cepat dan kemasan cukup baik;['durasi', 'waktu', 'pengiriman', 'barang', 'relatif', 'cepat', 'dan', 'kemasan', 'cukup', 'baik'];['durasi', 'pengiriman', 'barang', 'relatif', 'cepat', 'kemasan'];['durasi', 'pengiriman', 'barang', 'relatif', 'cepat', 'kemasan'];['durasi', 'kirim', 'barang', 'relatif', 'cepat', 'kemas'];durasi kirim barang relatif cepat kemas
Adik Priatna;5;ok ok pokonya sip sangat membantu buat pencarian produk yg terbaik, blanja pun bisa dgn cara pembayaran COD terimakasih Bukalapak salam sukses selalu..;0;0;1;1;0;2;ok ok pokonya sip sangat membantu buat pencarian produk yg terbaik, blanja pun bisa dgn cara pembayaran cod terimakasih bukalapak salam sukses selalu..;ok ok pokonya sip sangat membantu buat pencarian produk yg terbaik blanja pun bisa dgn cara pembayaran cod terimakasih bukalapak salam sukses selalu;['ok', 'ok', 'pokonya', 'sip', 'sangat', 'membantu', 'buat', 'pencarian', 'produk', 'yg', 'terbaik', 'blanja', 'pun', 'bisa', 'dgn', 'cara', 'pembayaran', 'cod', 'terimakasih', 'bukalapak', 'salam', 'sukses', 'selalu'];['ok', 'ok', 'pokonya', 'sip', 'membantu', 'pencarian', 'produk', 'yg', 'terbaik', 'blanja', 'dgn', 'pembayaran', 'cod', 'terimakasih', 'bukalapak', 'salam', 'sukses'];['ok', 'ok', 'pokonya', 'sip', 'membantu', 'pencarian', 'produk', 'yg', 'terbaik', 'blanja', 'dengan', 'pembayaran', 'cod', 'terimakasih', 'bukalapak', 'salam', 'sukses'];['ok', 'ok', 'poko', 'sip', 'bantu', 'cari', 'produk', 'yg', 'baik', 'blanja', 'dengan', 'bayar', 'cod', 'terimakasih', 'bukalapak', 'salam', 'sukses'];ok ok poko sip bantu cari produk yg baik blanja dengan bayar cod terimakasih bukalapak salam sukses
HDR Gaming;1;Platform Digital terburuk dari semua sisi,apalagi live chat nya,dihubungi dari via apapun tidak ada balasan sama sekali.Kalau mau beli Pelatihan Prakerja saya sarankan jangan pernah melalui platform ini kalau tidak mau menyesal.;-1;-1;0;0;-1;3;platform digital terburuk dari semua sisi,apalagi live chat nya,dihubungi dari via apapun tidak ada balasan sama sekali.kalau mau beli pelatihan prakerja saya sarankan jangan pernah melalui platform ini kalau tidak mau menyesal.;platform digital terburuk dari semua sisi apalagi live chat nya dihubungi dari via apapun tidak ada balasan sama sekali kalau mau beli pelatihan prakerja saya sarankan jangan pernah melalui platform ini kalau tidak mau menyesal;['platform', 'digital', 'terburuk', 'dari', 'semua', 'sisi', 'apalagi', 'live', 'chat', 'nya', 'dihubungi', 'dari', 'via', 'apapun', 'tidak', 'ada', 'balasan', 'sama', 'sekali', 'kalau', 'mau', 'beli', 'pelatihan', 'prakerja', 'saya', 'sarankan', 'jangan', 'pernah', 'melalui', 'platform', 'ini', 'kalau', 'tidak', 'mau', 'menyesal'];['platform', 'digital', 'terburuk', 'sisi', 'live', 'chat', 'nya', 'dihubungi', 'via', 'apapun', 'balasan', 'beli', 'pelatihan', 'prakerja', 'sarankan', 'platform', 'menyesal'];['platform', 'digital', 'terburuk', 'sisi', 'live', 'chat', 'nya', 'dihubungi', 'via', 'apapun', 'balasan', 'beli', 'pelatihan', 'prakerja', 'sarankan', 'platform', 'menyesal'];['platform', 'digital', 'buruk', 'sisi', 'live', 'chat', 'nya', 'hubung', 'via', 'apa', 'balas', 'beli', 'latih', 'prakerja', 'saran', 'platform', 'sesal'];platform digital buruk sisi live chat nya hubung via apa balas beli latih prakerja saran platform sesal
